myid = 6	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand07/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 866,	center = 1059,	outer = 1071,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2803	1.319090293444200e-03	4.216965034285821e-01	9.664799189633620e-02
2.000000e+06	  3	  3000	  1805	1.393646248347001e-03	9.999999999999994e-01	4.285989640444733e-02
3.000000e+06	  3	  3000	  1959	1.608837392028104e-03	1.333521432163323e+00	2.282694612656944e-01
4.000000e+06	  3	  3000	   626	1.368920069932840e-03	1.778279410038922e+00	3.067247900519543e-01
5.000000e+06	  3	  3000	  2061	1.282343294102502e-03	2.371373705661654e+00	2.374783069413077e-01
6.000000e+06	  3	  3000	  1049	1.617642525730347e-03	2.371373705661654e+00	7.609640807434765e-01
7.000000e+06	  3	  3000	   964	1.467076343853965e-03	3.162277660168377e+00	4.938828673984726e-01
8.000000e+06	  3	  3000	  1498	1.936611222442007e-03	3.162277660168377e+00	1.017038652002322e+00
9.000000e+06	  3	  3000	   122	1.491891218185387e-03	4.216965034285820e+00	4.880027520208289e-01
1.000000e+07	  3	  3000	  1337	9.975682009422040e-04	4.216965034285820e+00	1.009812343407281e+00
1.100000e+07	  3	  3000	  1312	1.945877138644793e-03	5.623413251903486e+00	1.282158934259175e-01
1.200000e+07	  3	  3000	  2734	1.436180048770447e-03	5.623413251903486e+00	6.525749440861366e-01
1.300000e+07	  3	  3000	  2681	1.326008414722255e-03	5.623413251903486e+00	1.173944372726401e+00
1.400000e+07	  3	  3000	    75	1.804346122531427e-03	5.623413251903486e+00	1.700714621876358e+00
1.500000e+07	  3	  3000	   924	1.676353653449883e-03	7.498942093324552e+00	3.467486595346282e-01
1.600000e+07	  3	  3000	   172	1.288132487652961e-03	7.498942093324552e+00	8.706016037368297e-01
1.700000e+07	  3	  3000	  2067	1.188216526723016e-03	7.498942093324552e+00	1.395640613684276e+00
1.800000e+07	  3	  3000	  1640	1.106860629976594e-03	7.498942093324552e+00	1.917888326738150e+00
1.900000e+07	  3	  3000	  1806	1.686093437444477e-03	7.498942093324552e+00	2.442957809443946e+00
2.000000e+07	  3	  3000	  1974	1.985732746375357e-03	9.999999999999991e+00	4.642686203005619e-01
2.100000e+07	  3	  3000	  1953	1.985639364770867e-03	9.999999999999991e+00	9.884064825667217e-01
2.200000e+07	  3	  3000	   264	1.275723811330561e-03	9.999999999999991e+00	1.513066124468388e+00
2.300000e+07	  3	  3000	  1998	1.311929969477754e-03	9.999999999999991e+00	2.036016627919540e+00
2.400000e+07	  3	  3000	  2143	1.488646551551228e-03	9.999999999999991e+00	2.561030805544929e+00
2.500000e+07	  3	  3000	  1268	1.178523618371859e-03	9.999999999999991e+00	3.084967163983886e+00
2.600000e+07	  3	  3000	  2552	1.535447641432745e-03	1.333521432163323e+01	2.721834456547204e-01
2.700000e+07	  3	  3000	  2613	1.763956169474692e-03	1.333521432163323e+01	7.970525080607831e-01
2.800000e+07	  3	  3000	   605	1.047590261508393e-03	1.333521432163323e+01	1.320517472323735e+00
