myid = 8	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 850,	center = 1063,	outer = 1083,	total = 3000
initial mass depletion timescale =3.296154e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	     1	6.346146504683528e-06	4.216965034285821e-01	2.486205737177063e-02
2.000000e+06	  3	  3000	   322	1.202118794632749e-03	7.498942093324554e-01	1.467240570013607e-01
3.000000e+06	  3	  3000	   432	1.247861912357343e-03	1.333521432163323e+00	2.301471437321414e-02
4.000000e+06	  3	  3000	   507	1.832768013950115e-03	1.778279410038922e+00	6.558664279495902e-02
t_sys = 2.247852e+00 [yr]	i = 648	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
5.000000e+06	  3	  3000	  1160	1.389801017380872e-03	1.778279410038922e+00	5.702759620381407e-01
t_sys = 2.452588e+00 [yr]	i = 648	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
6.000000e+06	  3	  3000	   628	1.106930143006675e-03	2.371373705661654e+00	4.747384793310674e-01
7.000000e+06	  3	  3000	  2672	2.195784354688957e-03	3.162277660168377e+00	1.814477665544039e-01
8.000000e+06	  3	  3000	  2177	1.239188017598126e-03	3.162277660168377e+00	6.902411279738363e-01
9.000000e+06	  3	  3000	   584	1.519418751556920e-03	4.216965034285820e+00	1.602988160496328e-01
1.000000e+07	  3	  3000	  2811	1.394427999245435e-03	4.216965034285820e+00	6.848321976063836e-01
1.100000e+07	  3	  3000	   972	1.293902497552175e-03	4.216965034285820e+00	1.205278899751683e+00
1.200000e+07	  3	  3000	  2018	1.435011371670235e-03	5.623413251903486e+00	3.239540636965336e-01
1.300000e+07	  3	  3000	  1821	1.858898370670101e-03	5.623413251903486e+00	8.502027045053761e-01
t_sys = 6.489841e+00 [yr]	i = 648	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.400000e+07	  3	  3000	  1532	1.642791949604343e-03	5.623413251903486e+00	1.375075687252949e+00
1.500000e+07	  3	  3000	  1086	1.525404726429319e-03	7.498942093324552e+00	2.155212715600808e-02
t_sys = 7.916755e+00 [yr]	i = 648	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.600000e+07	  3	  3000	   580	1.983999893288923e-03	7.498942093324552e+00	5.462274814274329e-01
1.700000e+07	  3	  3000	  2350	1.469582409334770e-03	7.498942093324552e+00	1.074720379559964e+00
1.800000e+07	  3	  3000	  1827	1.050199361244291e-03	7.498942093324552e+00	1.600817145056082e+00
1.900000e+07	  3	  3000	  2599	1.329498266251806e-03	7.498942093324552e+00	2.128936361958904e+00
2.000000e+07	  3	  3000	  2355	1.546912564062496e-03	9.999999999999991e+00	1.523052536662752e-01
2.100000e+07	  3	  3000	  2943	1.385014088782875e-03	9.999999999999991e+00	6.789748218817402e-01
