myid = 6	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/rand07/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 866,	center = 1059,	outer = 1071,	total = 3000
initial mass depletion timescale =1.652642e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1672	1.794925439386337e-03	4.216965034285821e-01	1.283893992152388e-02
2.000000e+06	  3	  3000	  2466	1.676188554273862e-03	7.498942093324554e-01	1.371371172085954e-01
3.000000e+06	  3	  3000	   213	1.660619725067929e-03	1.333521432163323e+00	1.703028546756894e-02
4.000000e+06	  3	  3000	  1019	1.807673375098961e-03	1.778279410038922e+00	6.067150615183022e-02
5.000000e+06	  3	  3000	  2427	2.119886843707369e-03	1.778279410038922e+00	5.655773322968654e-01
6.000000e+06	  3	  3000	   209	1.698367310014171e-03	2.371373705661654e+00	4.681476964766706e-01
7.000000e+06	  3	  3000	   818	8.337081543419533e-04	3.162277660168377e+00	2.008266698258807e-01
8.000000e+06	  3	  3000	  1708	1.910442001238168e-03	3.162277660168377e+00	7.205630025740535e-01
9.000000e+06	  3	  3000	  2072	1.577472003226257e-03	4.216965034285820e+00	1.886204750386786e-01
1.000000e+07	  3	  3000	   131	1.440202932115998e-03	4.216965034285820e+00	7.154063935873667e-01
1.100000e+07	  3	  3000	  1191	1.640912238865211e-03	4.216965034285820e+00	1.237833334235521e+00
1.200000e+07	  3	  3000	  2774	1.638096073699747e-03	5.623413251903486e+00	3.548683058346426e-01
1.300000e+07	  3	  3000	  2509	1.464531689961032e-03	5.623413251903486e+00	8.795437027192984e-01
1.400000e+07	  3	  3000	  1912	1.554283340538380e-03	5.623413251903486e+00	1.402117110329948e+00
1.500000e+07	  3	  3000	  2858	2.254985044023282e-03	7.498942093324552e+00	5.151114107166223e-02
1.600000e+07	  3	  3000	  1866	1.829688939725801e-03	7.498942093324552e+00	5.738929158084459e-01
1.700000e+07	  3	  3000	  2542	1.812033034735872e-03	7.498942093324552e+00	1.099687408049331e+00
1.800000e+07	  3	  3000	  1409	1.840892326998508e-03	7.498942093324552e+00	1.621454688221840e+00
1.900000e+07	  3	  3000	  1534	2.561442188277059e-03	7.498942093324552e+00	2.146932149773659e+00
2.000000e+07	  3	  3000	  1548	2.367956706190998e-03	9.999999999999991e+00	1.688693628490405e-01
2.100000e+07	  3	  3000	  1096	1.359165496793099e-03	9.999999999999991e+00	6.916944411543549e-01
2.200000e+07	  3	  3000	  2509	1.179716276941966e-03	9.999999999999991e+00	1.215922586225954e+00
2.300000e+07	  3	  3000	  1003	1.108369884522723e-03	9.999999999999991e+00	1.737813054275027e+00
2.400000e+07	  3	  3000	  1911	1.578121462283019e-03	9.999999999999991e+00	2.261626489484676e+00
2.500000e+07	  3	  3000	  2801	1.314936016127258e-03	9.999999999999991e+00	2.785609056433507e+00
