myid = 11	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand12/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 812,	center = 1090,	outer = 1097,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1951	2.145058004565588e-03	4.216965034285821e-01	9.810544542616205e-02
2.000000e+06	  3	  3000	  2886	1.156137626508859e-03	9.999999999999994e-01	4.935263471801794e-02
3.000000e+06	  3	  3000	   581	2.151769108074947e-03	1.333521432163323e+00	2.377127618299913e-01
4.000000e+06	  3	  3000	  1353	1.388125023032660e-03	1.778279410038922e+00	3.217761491183135e-01
5.000000e+06	  3	  3000	  2738	2.167533969834674e-03	2.371373705661654e+00	2.537783336682178e-01
6.000000e+06	  3	  3000	  2492	1.696518277680407e-03	2.371373705661654e+00	7.803611809415295e-01
7.000000e+06	  3	  3000	   568	1.472325385923706e-03	3.162277660168377e+00	5.162097656203278e-01
8.000000e+06	  3	  3000	  2705	1.185166713949807e-03	3.162277660168377e+00	1.041491372403466e+00
9.000000e+06	  3	  3000	   689	1.210691377631650e-03	4.216965034285820e+00	5.155651078676061e-01
1.000000e+07	  3	  3000	   738	1.475822468710296e-03	4.216965034285820e+00	1.040689023403900e+00
1.100000e+07	  3	  3000	  1370	1.352143611294304e-03	5.623413251903486e+00	1.612588671230606e-01
1.200000e+07	  3	  3000	  2527	1.035918030608820e-03	5.623413251903486e+00	6.888510980010156e-01
1.300000e+07	  3	  3000	  1860	1.399439482382873e-03	5.623413251903486e+00	1.211600782414939e+00
1.400000e+07	  3	  3000	   770	1.666002276293235e-03	5.623413251903486e+00	1.740415595411638e+00
1.500000e+07	  3	  3000	   693	1.757053145482030e-03	7.498942093324552e+00	3.891388067620531e-01
1.600000e+07	  3	  3000	  2973	1.203142609199660e-03	7.498942093324552e+00	9.167513956438017e-01
1.700000e+07	  3	  3000	   688	2.006598612506794e-03	7.498942093324552e+00	1.444130120118145e+00
collision No.1	8.966549e+00[yr]	i=1, j=1234	r_ij=6.322865580376864e-05	radius[1]+radius[1234]=6.338481524341289e-05
dE_heat=-1.449184e-09	dE_grav=1.423405e-09	dE_c=-9.893945e-17	v_imp=3.123754e-01
1.800000e+07	  3	  2999	  1369	2.140774504048665e-03	7.498942093324552e+00	1.970564022123177e+00
1.900000e+07	  3	  2999	  2685	1.616145040391629e-03	7.498942093324552e+00	2.499080384995621e+00
2.000000e+07	  3	  2999	   167	1.450779081143311e-03	9.999999999999991e+00	5.216990198611984e-01
2.100000e+07	  3	  2999	   613	1.229447085262763e-03	9.999999999999991e+00	1.049972604671432e+00
2.200000e+07	  3	  2999	  2302	2.189152950257619e-03	9.999999999999991e+00	1.577069677087370e+00
