myid = 4	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand05/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 803,	center = 1139,	outer = 1057,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2870	1.448471865419563e-03	4.216965034285821e-01	9.702073289508201e-02
2.000000e+06	  3	  3000	  2763	1.747797142831307e-03	9.999999999999994e-01	4.792466632940343e-02
3.000000e+06	  3	  3000	   381	1.184519698441869e-03	1.333521432163323e+00	2.354662104467946e-01
4.000000e+06	  3	  3000	   333	1.188283993738936e-03	1.778279410038922e+00	3.195431584756639e-01
5.000000e+06	  3	  3000	  2901	1.955828365225687e-03	2.371373705661654e+00	2.507772017828994e-01
6.000000e+06	  3	  3000	  2131	1.541872822123221e-03	2.371373705661654e+00	7.778370418674182e-01
7.000000e+06	  3	  3000	  2785	1.605291177889380e-03	3.162277660168377e+00	5.132998349613371e-01
8.000000e+06	  3	  3000	  1323	1.865389680185832e-03	3.162277660168377e+00	1.038537922305706e+00
9.000000e+06	  3	  3000	  1301	1.222052506704769e-03	4.216965034285820e+00	5.118380412742770e-01
1.000000e+07	  3	  3000	  2008	1.441196391390794e-03	4.216965034285820e+00	1.036446071059788e+00
1.100000e+07	  3	  3000	  2583	1.413586785520638e-03	5.623413251903486e+00	1.573883626206935e-01
1.200000e+07	  3	  3000	   140	2.141998674242752e-03	5.623413251903486e+00	6.835390018257641e-01
1.300000e+07	  3	  3000	  1702	1.341172283614841e-03	5.623413251903486e+00	1.209376436234287e+00
1.400000e+07	  3	  3000	  2668	1.284767023050605e-03	5.623413251903486e+00	1.737318384250695e+00
1.500000e+07	  3	  3000	   513	1.460309068405598e-03	7.498942093324552e+00	3.859695125947806e-01
1.600000e+07	  3	  3000	   202	1.364040168522230e-03	7.498942093324552e+00	9.135559362827628e-01
1.700000e+07	  3	  3000	   962	1.304230378812422e-03	7.498942093324552e+00	1.439759546341134e+00
1.800000e+07	  3	  3000	  2552	1.386732466303847e-03	7.498942093324552e+00	1.965168496457955e+00
1.900000e+07	  3	  3000	  1665	1.877250228156387e-03	7.498942093324552e+00	2.492774335168424e+00
2.000000e+07	  3	  3000	  1687	1.849098976373374e-03	9.999999999999991e+00	5.164015552823292e-01
2.100000e+07	  3	  3000	   857	1.687533549195101e-03	9.999999999999991e+00	1.042649155963506e+00
2.200000e+07	  3	  3000	  1275	1.230158566872761e-03	9.999999999999991e+00	1.570383877638777e+00
2.300000e+07	  3	  3000	   789	1.418474235500496e-03	9.999999999999991e+00	2.094026943592881e+00
2.400000e+07	  3	  3000	  3003	2.414598207683924e-03	9.999999999999991e+00	2.622846301132036e+00
2.500000e+07	  3	  3000	    19	1.432471297206231e-03	9.999999999999991e+00	3.148578840874354e+00
2.600000e+07	  3	  3000	  2646	1.438314271616933e-03	1.333521432163323e+01	3.372515326414987e-01
2.700000e+07	  3	  3000	   205	1.737331233624773e-05	1.333521432163323e+01	8.639428210261531e-01
2.800000e+07	  3	  3000	   630	1.539283956489201e-03	1.333521432163323e+01	1.388662330568314e+00
2.900000e+07	  3	  3000	   903	1.922701292048796e-03	1.333521432163323e+01	1.917065548948879e+00
3.000000e+07	  3	  3000	   186	1.700512796393029e-03	1.333521432163323e+01	2.441736651726560e+00
3.100000e+07	  3	  3000	  2129	1.422916437679571e-03	1.333521432163323e+01	2.969580204343625e+00
3.200000e+07	  3	  3000	  1022	1.281222829875974e-03	1.333521432163323e+01	3.495911416785119e+00
3.300000e+07	  3	  3000	  2528	1.256897761774159e-03	1.333521432163323e+01	4.018978702445859e+00
3.400000e+07	  3	  3000	  2874	1.528419158736796e-03	1.778279410038921e+01	9.813805365409299e-02
3.500000e+07	  3	  3000	   603	1.479140290633492e-03	1.778279410038921e+01	6.237294745859753e-01
3.600000e+07	  3	  3000	  2234	1.772563333300136e-03	1.778279410038921e+01	1.150697594909312e+00
3.700000e+07	  3	  3000	  2273	1.607848962682713e-03	1.778279410038921e+01	1.677258154023924e+00
3.800000e+07	  3	  3000	   538	1.874098390402328e-03	1.778279410038921e+01	2.203944723610982e+00
3.900000e+07	  3	  3000	   336	1.499605827944849e-03	1.778279410038921e+01	2.730279004389025e+00
4.000000e+07	  3	  3000	  2748	1.571679833516005e-03	1.778279410038921e+01	3.258242639968433e+00
4.100000e+07	  3	  3000	  2134	1.563537463800837e-03	1.778279410038921e+01	3.782360935407264e+00
4.200000e+07	  3	  3000	  2694	1.555589406756107e-03	1.778279410038921e+01	4.308588767457149e+00
4.300000e+07	  3	  3000	   957	1.550975216789257e-03	1.778279410038921e+01	4.833757579793895e+00
4.400000e+07	  3	  3000	  1894	1.457801549233931e-03	1.778279410038921e+01	5.361466865355249e+00
4.500000e+07	  3	  3000	  2075	1.490999918626253e-03	1.778279410038921e+01	5.887840069522092e+00
4.600000e+07	  3	  3000	   931	1.536767225853170e-03	2.371373705661653e+01	4.827757907668511e-01
4.700000e+07	  3	  3000	  1193	3.466204012988069e-04	2.371373705661653e+01	1.008813656971948e+00
4.800000e+07	  3	  3000	  2301	1.805947345513471e-03	2.371373705661653e+01	1.535311145125466e+00
4.900000e+07	  3	  3000	  2210	1.288513977982186e-03	2.371373705661653e+01	2.061587812611946e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  1990	1.364265044898703e-03	2.371373705661653e+01	2.588479443683352e+00
5.100000e+07	  3	  3000	   452	1.604668388837613e-03	2.371373705661653e+01	3.114307021430453e+00
5.200000e+07	  3	  3000	  1346	2.200196632172449e-03	2.371373705661653e+01	3.641671583252217e+00
