myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand01/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 829,	center = 1124,	outer = 1047,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   507	1.285705196514258e-03	4.216965034285821e-01	9.837552538080717e-02
2.000000e+06	  3	  3000	  2018	1.031464167504324e-03	9.999999999999994e-01	4.620449099423472e-02
3.000000e+06	  3	  3000	  1236	1.213427881909033e-03	1.333521432163323e+00	2.333506830597576e-01
4.000000e+06	  3	  3000	   727	1.272522100186996e-03	1.778279410038922e+00	3.157451152700538e-01
5.000000e+06	  3	  3000	  2859	1.510972565521359e-03	2.371373705661654e+00	2.450144458501403e-01
6.000000e+06	  3	  3000	   959	1.890077161272443e-03	2.371373705661654e+00	7.721496402198024e-01
7.000000e+06	  3	  3000	    52	1.324956909757655e-03	3.162277660168377e+00	5.052390375269266e-01
8.000000e+06	  3	  3000	   631	1.550947076507463e-03	3.162277660168377e+00	1.030788196817727e+00
9.000000e+06	  3	  3000	  2593	1.668946524407768e-03	4.216965034285820e+00	5.023390999438230e-01
1.000000e+07	  3	  3000	   445	1.168666071493678e-03	4.216965034285820e+00	1.026397161647860e+00
1.100000e+07	  3	  3000	  1000	2.137245109763371e-03	5.623413251903486e+00	1.453405398686144e-01
1.200000e+07	  3	  3000	  2010	1.682133005565235e-03	5.623413251903486e+00	6.718578224191868e-01
1.300000e+07	  3	  3000	  2083	2.361168507204447e-03	5.623413251903486e+00	1.195731174685098e+00
1.400000e+07	  3	  3000	  2775	1.758563646856068e-03	5.623413251903486e+00	1.723231084667223e+00
1.500000e+07	  3	  3000	  2512	1.306686000416560e-03	7.498942093324552e+00	3.711232493873121e-01
1.600000e+07	  3	  3000	  2903	1.106382497621534e-03	7.498942093324552e+00	8.982994073641111e-01
1.700000e+07	  3	  3000	  2986	1.690864961273857e-03	7.498942093324552e+00	1.422468649089101e+00
1.800000e+07	  3	  3000	  2779	1.134605959136366e-03	7.498942093324552e+00	1.948790545457636e+00
1.900000e+07	  3	  3000	  1024	1.546820112565804e-03	7.498942093324552e+00	2.474165399747080e+00
