myid = 5	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 855,	center = 1090,	outer = 1054,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2133	1.254357664565997e-03	4.216965034285821e-01	9.713726688626949e-02
2.000000e+06	  3	  3000	   911	1.023604980389919e-03	9.999999999999994e-01	4.202425463126979e-02
3.000000e+06	  3	  3000	  2661	1.174246470780987e-03	1.333521432163323e+00	2.296505864470326e-01
4.000000e+06	  3	  3000	  1291	1.793567407755062e-03	1.778279410038922e+00	3.092055598098660e-01
5.000000e+06	  3	  3000	   486	1.766549067059349e-03	2.371373705661654e+00	2.396122012062157e-01
6.000000e+06	  3	  3000	   902	1.053084323340486e-03	2.371373705661654e+00	7.638306914236540e-01
7.000000e+06	  3	  3000	  2496	1.519235226301819e-03	3.162277660168377e+00	4.960595473722523e-01
8.000000e+06	  3	  3000	  1171	1.698450590067290e-03	3.162277660168377e+00	1.020658560993772e+00
9.000000e+06	  3	  3000	  1793	1.665028375293621e-03	4.216965034285820e+00	4.907573438679377e-01
1.000000e+07	  3	  3000	  2350	1.657814331673106e-03	4.216965034285820e+00	1.012414586771470e+00
1.100000e+07	  3	  3000	  2855	1.874666228759798e-03	5.623413251903486e+00	1.314970887545273e-01
1.200000e+07	  3	  3000	  2648	1.923672681459911e-03	5.623413251903486e+00	6.540161696626325e-01
1.300000e+07	  3	  3000	   374	2.193198576667197e-03	5.623413251903486e+00	1.178031416869173e+00
1.400000e+07	  3	  3000	   892	1.906871596332682e-03	5.623413251903486e+00	1.702401446880231e+00
1.500000e+07	  3	  3000	   404	1.354882653605130e-03	7.498942093324552e+00	3.504979337815762e-01
1.600000e+07	  3	  3000	  1773	9.490668051271680e-04	7.498942093324552e+00	8.734846065778243e-01
1.700000e+07	  3	  3000	  2668	1.324733023088388e-03	7.498942093324552e+00	1.397969273818582e+00
1.800000e+07	  3	  3000	   857	1.059708789096608e-03	7.498942093324552e+00	1.920023851155862e+00
1.900000e+07	  3	  3000	  1447	1.472623709823551e-03	7.498942093324552e+00	2.443110804971011e+00
2.000000e+07	  3	  3000	   921	1.396952144298642e-03	9.999999999999991e+00	4.657534923504768e-01
2.100000e+07	  3	  3000	  2966	1.297430925498338e-03	9.999999999999991e+00	9.878463571133287e-01
2.200000e+07	  3	  3000	  1226	1.621365256949228e-03	9.999999999999991e+00	1.511492778025637e+00
2.300000e+07	  3	  3000	  1937	1.570601881881607e-03	9.999999999999991e+00	2.034210569337517e+00
2.400000e+07	  3	  3000	   507	1.161535451531512e-03	9.999999999999991e+00	2.559758392354705e+00
2.500000e+07	  3	  3000	  1572	1.660288195402058e-03	9.999999999999991e+00	3.082346514200836e+00
2.600000e+07	  3	  3000	   584	1.187695324575466e-03	1.333521432163323e+01	2.717193687386748e-01
2.700000e+07	  3	  3000	  1225	2.004990867596879e-03	1.333521432163323e+01	7.949678516152190e-01
2.800000e+07	  3	  3000	  1905	1.667357570154488e-03	1.333521432163323e+01	1.319797522698764e+00
2.900000e+07	  3	  3000	   592	1.917533370285383e-03	1.333521432163323e+01	1.843943170492730e+00
3.000000e+07	  3	  3000	  1117	1.509393520760676e-03	1.333521432163323e+01	2.366045763464768e+00
3.100000e+07	  3	  3000	   695	2.214001099276419e-03	1.333521432163323e+01	2.890505494495586e+00
3.200000e+07	  3	  3000	  1613	2.019869579379641e-03	1.333521432163323e+01	3.413890704229900e+00
3.300000e+07	  3	  3000	   288	1.278242095423902e-03	1.333521432163323e+01	3.937878639559095e+00
3.400000e+07	  3	  3000	  1567	1.808342192931725e-03	1.778279410038921e+01	1.345720360265801e-02
3.500000e+07	  3	  3000	  1467	1.474514590612039e-03	1.778279410038921e+01	5.373346885346154e-01
3.600000e+07	  3	  3000	  1661	2.001582861562361e-03	1.778279410038921e+01	1.062693205502391e+00
3.700000e+07	  3	  3000	  2845	1.511287840976222e-03	1.778279410038921e+01	1.585136060814002e+00
3.800000e+07	  3	  3000	  1232	1.856758788367337e-03	1.778279410038921e+01	2.110279084164320e+00
3.900000e+07	  3	  3000	   495	1.425219948345106e-03	1.778279410038921e+01	2.632873544353945e+00
4.000000e+07	  3	  3000	  2169	1.628762757444084e-03	1.778279410038921e+01	3.157644560087480e+00
4.100000e+07	  3	  3000	  2312	1.223303132679149e-03	1.778279410038921e+01	3.681105324805258e+00
