myid = 8	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 853,	center = 1090,	outer = 1056,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2159	1.766735050831780e-03	4.216965034285821e-01	9.680320542485669e-02
2.000000e+06	  3	  3000	   159	1.056218956466824e-03	9.999999999999994e-01	4.178929667140627e-02
3.000000e+06	  3	  3000	   486	1.068322317460981e-03	1.333521432163323e+00	2.265363392410381e-01
4.000000e+06	  3	  3000	  2746	1.323729981282326e-03	1.778279410038922e+00	3.066503369159977e-01
5.000000e+06	  3	  3000	  2061	1.254341406374215e-03	2.371373705661654e+00	2.364630297430403e-01
6.000000e+06	  3	  3000	  2325	1.907484738091648e-03	2.371373705661654e+00	7.590023007653853e-01
7.000000e+06	  3	  3000	  1955	1.204137154833861e-03	3.162277660168377e+00	4.917513897230298e-01
8.000000e+06	  3	  3000	   718	1.125676405008525e-03	3.162277660168377e+00	1.013917566169090e+00
9.000000e+06	  3	  3000	  1172	1.152341373695886e-03	4.216965034285820e+00	4.839340337711993e-01
1.000000e+07	  3	  3000	  1830	1.566633528631184e-03	4.216965034285820e+00	1.005630843902392e+00
1.100000e+07	  3	  3000	  1735	1.272634280428863e-03	5.623413251903486e+00	1.227821120106025e-01
1.200000e+07	  3	  3000	   461	1.268437981047475e-03	5.623413251903486e+00	6.476737489736942e-01
1.300000e+07	  3	  3000	  1376	1.612648526524779e-03	5.623413251903486e+00	1.168325991446414e+00
1.400000e+07	  3	  3000	  2552	1.016040725565882e-03	5.623413251903486e+00	1.695514220576238e+00
1.500000e+07	  3	  3000	  2148	1.253819456191521e-03	7.498942093324552e+00	3.406251619283675e-01
1.600000e+07	  3	  3000	  1714	1.175037972249428e-03	7.498942093324552e+00	8.646969801541519e-01
1.700000e+07	  3	  3000	  2389	1.335934308929458e-03	7.498942093324552e+00	1.388793517428723e+00
1.800000e+07	  3	  3000	  1820	1.599722408005370e-03	7.498942093324552e+00	1.912094419500363e+00
1.900000e+07	  3	  3000	  2732	1.219405507272983e-03	7.498942093324552e+00	2.435320579592791e+00
2.000000e+07	  3	  3000	  1895	1.522057426944469e-03	9.999999999999991e+00	4.573830079247283e-01
2.100000e+07	  3	  3000	    54	1.706219266978460e-03	9.999999999999991e+00	9.805086712665455e-01
2.200000e+07	  3	  3000	   695	1.784394737765143e-03	9.999999999999991e+00	1.503335294901146e+00
2.300000e+07	  3	  3000	  2968	2.202640811915411e-03	9.999999999999991e+00	2.026941330176336e+00
2.400000e+07	  3	  3000	  2014	2.015602891798934e-03	9.999999999999991e+00	2.551298372788611e+00
2.500000e+07	  3	  3000	  1358	1.248793493246044e-03	9.999999999999991e+00	3.074053519722580e+00
2.600000e+07	  3	  3000	  2993	2.002991762843995e-03	1.333521432163323e+01	2.610431755737718e-01
2.700000e+07	  3	  3000	   742	1.598090819214331e-03	1.333521432163323e+01	7.835838920120116e-01
2.800000e+07	  3	  3000	   411	1.166308075645665e-03	1.333521432163323e+01	1.306524303895251e+00
2.900000e+07	  3	  3000	  1361	2.027520393911131e-03	1.333521432163323e+01	1.829691977839993e+00
3.000000e+07	  3	  3000	   972	1.164238909808100e-03	1.333521432163323e+01	2.351646349934239e+00
3.100000e+07	  3	  3000	  2538	3.018480653851377e-03	1.333521432163323e+01	2.873813313843459e+00
3.200000e+07	  3	  3000	   998	1.242928862623136e-03	1.333521432163323e+01	3.398615545356450e+00
3.300000e+07	  3	  3000	    33	1.509846523368401e-03	1.333521432163323e+01	3.920600284584303e+00
3.400000e+07	  3	  3000	  1831	1.104914779753241e-03	1.333521432163323e+01	4.445228608018752e+00
3.500000e+07	  3	  3000	  2602	1.093203340257851e-03	1.778279410038921e+01	5.201770062747996e-01
3.600000e+07	  3	  3000	  2451	1.052097084659666e-03	1.778279410038921e+01	1.042502807534636e+00
3.700000e+07	  3	  3000	  1100	1.870631569039620e-03	1.778279410038921e+01	1.566512380510050e+00
3.800000e+07	  3	  3000	  1141	1.038934796845937e-03	1.778279410038921e+01	2.089142884015533e+00
3.900000e+07	  3	  3000	  2653	1.406778687546616e-03	1.778279410038921e+01	2.613111444426875e+00
4.000000e+07	  3	  3000	  2596	1.087926766806001e-03	1.778279410038921e+01	3.136284252199134e+00
4.100000e+07	  3	  3000	  1755	1.299484129160626e-03	1.778279410038921e+01	3.659959006364710e+00
4.200000e+07	  3	  3000	  1736	1.845101554293261e-03	1.778279410038921e+01	4.182755806234297e+00
4.300000e+07	  3	  3000	   679	1.430829506302367e-03	1.778279410038921e+01	4.707042736063249e+00
4.400000e+07	  3	  3000	  2649	1.698081122186404e-03	1.778279410038921e+01	5.230693767481563e+00
4.500000e+07	  3	  3000	  2507	1.238767970033850e-03	1.778279410038921e+01	5.754064037432213e+00
4.600000e+07	  3	  3000	   792	1.616137651446453e-03	2.371373705661653e+01	3.438262471564935e-01
4.700000e+07	  3	  3000	   467	1.232405191942860e-03	2.371373705661653e+01	8.674302410330270e-01
4.800000e+07	  3	  3000	   937	2.189097966883209e-03	2.371373705661653e+01	1.390823616643536e+00
4.900000e+07	  3	  3000	  2186	2.198583104625315e-03	2.371373705661653e+01	1.914519299969082e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	   489	1.425059033101101e-03	2.371373705661653e+01	2.437081067092476e+00
5.100000e+07	  3	  3000	  1166	1.500992447517232e-03	2.371373705661653e+01	2.960948806027569e+00
