myid = 4	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand05/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 831,	center = 1085,	outer = 1083,	total = 3000
initial mass depletion timescale =3.229319e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   342	1.163479225608278e-03	4.216965034285821e-01	1.966878521149077e-02
2.000000e+06	  3	  3000	  2614	1.573951151482764e-03	7.498942093324554e-01	1.373214230929046e-01
3.000000e+06	  3	  3000	   420	1.663333767589295e-03	1.333521432163323e+00	2.634266264802131e-04
4.000000e+06	  3	  3000	     3	1.030250775301524e-05	1.778279410038922e+00	1.798710586530700e-02
5.000000e+06	  3	  3000	   697	2.129289255667734e-03	1.778279410038922e+00	4.750169174809308e-01
6.000000e+06	  3	  3000	  1605	1.422874097564667e-03	2.371373705661654e+00	3.518748402625835e-01
7.000000e+06	  3	  3000	  1763	1.647267387969291e-03	3.162277660168377e+00	3.329924216451549e-02
8.000000e+06	  3	  3000	  2886	1.849291839531427e-03	3.162277660168377e+00	5.331875489662492e-01
9.000000e+06	  3	  3000	  2768	1.667705732166640e-03	3.162277660168377e+00	1.025222915777174e+00
1.000000e+07	  3	  3000	  1574	1.133002102261934e-03	4.216965034285820e+00	4.715252191881797e-01
1.100000e+07	  3	  3000	   346	1.650995833827165e-03	4.216965034285820e+00	9.925528542675135e-01
1.200000e+07	  3	  3000	  1047	1.828527458838610e-03	5.623413251903486e+00	9.702775697282524e-02
1.300000e+07	  3	  3000	   656	1.808165234798301e-03	5.623413251903486e+00	6.107034685416742e-01
1.400000e+07	  3	  3000	  1499	1.716106633679502e-03	5.623413251903486e+00	1.128361307129669e+00
1.500000e+07	  3	  3000	  1616	1.602029620983984e-03	5.623413251903486e+00	1.644840324152556e+00
1.600000e+07	  3	  3000	  2029	1.781495885627494e-03	7.498942093324552e+00	2.923109666989220e-01
1.700000e+07	  3	  3000	   829	1.407665348486630e-03	7.498942093324552e+00	8.128871904716135e-01
1.800000e+07	  3	  3000	  2238	1.737923000053134e-03	7.498942093324552e+00	1.337163929913380e+00
1.900000e+07	  3	  3000	  1191	2.035777285235258e-03	7.498942093324552e+00	1.856992916872888e+00
2.000000e+07	  3	  3000	  1290	1.726804117704753e-03	7.498942093324552e+00	2.382892895884511e+00
2.100000e+07	  3	  3000	  1740	1.484128393141299e-03	9.999999999999991e+00	4.085015516549056e-01
2.200000e+07	  3	  3000	  1341	1.641686313269843e-03	9.999999999999991e+00	9.376937905577253e-01
2.300000e+07	  3	  3000	  1587	1.708824114031027e-03	9.999999999999991e+00	1.467102029136674e+00
2.400000e+07	  3	  3000	  1688	1.203276813091821e-03	9.999999999999991e+00	1.995664230068515e+00
2.500000e+07	  3	  3000	  2639	1.844750020304709e-03	9.999999999999991e+00	2.523896027803859e+00
