myid = 2	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand03/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 865,	center = 1049,	outer = 1086,	total = 3000
initial mass depletion timescale =3.340144e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1187	2.082814375684371e-03	4.216965034285821e-01	1.732702237461627e-02
2.000000e+06	  3	  3000	  1545	1.752268729987173e-03	7.498942093324554e-01	1.323542637137743e-01
3.000000e+06	  3	  3000	  1838	1.633057201580051e-03	9.999999999999994e-01	3.219745175832205e-01
4.000000e+06	  3	  3000	  2979	1.396005843717872e-03	1.778279410038922e+00	2.575224180669790e-03
5.000000e+06	  3	  3000	   695	1.869274316070766e-03	1.778279410038922e+00	4.791625573650732e-01
6.000000e+06	  3	  3000	  2061	1.824498817545374e-03	2.371373705661654e+00	3.735058293946655e-01
7.000000e+06	  3	  3000	  1263	1.913561811594932e-03	3.162277660168377e+00	6.203264586277057e-02
8.000000e+06	  3	  3000	   666	1.757520915019997e-03	3.162277660168377e+00	5.249113084267184e-01
9.000000e+06	  3	  3000	  1389	1.406940470486794e-03	3.162277660168377e+00	1.018682727764744e+00
1.000000e+07	  3	  3000	     3	9.381268126736575e-06	4.216965034285820e+00	4.781314355600285e-01
1.100000e+07	  3	  3000	   221	1.655343412947075e-03	4.216965034285820e+00	9.781564091329201e-01
1.200000e+07	  3	  3000	   529	1.399806253718640e-03	5.623413251903486e+00	9.305272002669893e-02
1.300000e+07	  3	  3000	   160	1.417413825564668e-03	5.623413251903486e+00	6.205460088003273e-01
1.400000e+07	  3	  3000	  1840	1.305075069701100e-03	5.623413251903486e+00	1.144069518314740e+00
1.500000e+07	  3	  3000	  2928	2.054079009854465e-03	5.623413251903486e+00	1.667273952047517e+00
1.600000e+07	  3	  3000	    33	1.825111671064652e-03	7.498942093324552e+00	3.114171524589970e-01
1.700000e+07	  3	  3000	   899	2.249151026859243e-03	7.498942093324552e+00	8.372053547730873e-01
1.800000e+07	  3	  3000	  1564	1.488399367153232e-03	7.498942093324552e+00	1.361835142048413e+00
1.900000e+07	  3	  3000	  1664	1.705105697080239e-03	7.498942093324552e+00	1.887846642760690e+00
2.000000e+07	  3	  3000	   239	1.565678068648040e-03	7.498942093324552e+00	2.413529541014334e+00
2.100000e+07	  3	  3000	    38	1.828993367173127e-03	9.999999999999991e+00	4.360162560090814e-01
2.200000e+07	  3	  3000	  2327	1.590092721001926e-03	9.999999999999991e+00	9.603941704192342e-01
2.300000e+07	  3	  3000	  2747	1.779555726413901e-03	9.999999999999991e+00	1.486595693133674e+00
2.400000e+07	  3	  3000	    86	1.910264911769482e-03	9.999999999999991e+00	2.010273280812008e+00
2.500000e+07	  3	  3000	  1847	1.614286006560832e-03	9.999999999999991e+00	2.537814495971200e+00
