myid = 12	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand13/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 846,	center = 1005,	outer = 1149,	total = 3000
initial mass depletion timescale =3.486380e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	     2	2.342953184256025e-08	3.162277660168378e-01	1.043394108232414e-01
2.000000e+06	  3	  3000	     1	6.483463537439779e-06	7.498942093324554e-01	1.090503552629356e-01
3.000000e+06	  3	  3000	  1243	1.439626252159697e-03	9.999999999999994e-01	3.015666288227043e-01
4.000000e+06	  3	  3000	  2275	1.204017345625133e-03	1.333521432163323e+00	4.120775066990329e-01
5.000000e+06	  3	  3000	  2931	1.460915062539123e-03	1.778279410038922e+00	4.102929200441957e-01
6.000000e+06	  3	  3000	  2110	1.154507107280555e-03	2.371373705661654e+00	2.687643077186768e-01
7.000000e+06	  3	  3000	  2328	1.334819129629365e-03	2.371373705661654e+00	7.279151771326594e-01
8.000000e+06	  3	  3000	  2096	1.516546708834821e-03	3.162277660168377e+00	4.038210769327323e-01
9.000000e+06	  3	  3000	  2839	1.645489824297552e-03	3.162277660168377e+00	8.737477436947108e-01
1.000000e+07	  3	  3000	  1993	1.155324522957747e-03	4.216965034285820e+00	3.032625099714000e-01
1.100000e+07	  3	  3000	  2908	1.806910991037273e-03	4.216965034285820e+00	7.956248781675607e-01
1.200000e+07	  3	  3000	  2445	1.804331522193328e-03	4.216965034285820e+00	1.301386407614884e+00
1.300000e+07	  3	  3000	   538	1.296464766988173e-03	5.623413251903486e+00	3.992402023237097e-01
1.400000e+07	  3	  3000	  2934	1.791941887577676e-03	5.623413251903486e+00	8.894115228902800e-01
1.500000e+07	  3	  3000	   485	1.801218220289912e-03	5.623413251903486e+00	1.399911483960135e+00
1.600000e+07	  3	  3000	   986	1.314935152044211e-03	7.498942093324552e+00	3.594400560223057e-02
1.700000e+07	  3	  3000	  2750	1.340622132800617e-03	7.498942093324552e+00	5.598118617069121e-01
1.800000e+07	  3	  3000	   191	1.842237158298059e-03	7.498942093324552e+00	1.087109985369669e+00
1.900000e+07	  3	  3000	   217	1.721568654946198e-03	7.498942093324552e+00	1.611484564317466e+00
2.000000e+07	  3	  3000	  1937	1.425077732218870e-03	7.498942093324552e+00	2.138230884951132e+00
2.100000e+07	  3	  3000	   661	1.977942889710501e-03	9.999999999999991e+00	1.677405990567591e-01
2.200000e+07	  3	  3000	  2898	1.415873881979913e-03	9.999999999999991e+00	6.940319649900369e-01
2.300000e+07	  3	  3000	   211	1.169106695603332e-03	9.999999999999991e+00	1.223936825657882e+00
2.400000e+07	  3	  3000	  2277	1.664012320812179e-03	9.999999999999991e+00	1.752320348285540e+00
2.500000e+07	  3	  3000	   472	1.766535158908392e-03	9.999999999999991e+00	2.278504886583066e+00
