myid = 11	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/rand12/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 812,	center = 1090,	outer = 1097,	total = 3000
initial mass depletion timescale =1.605641e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2350	1.428581877321449e-03	4.216965034285821e-01	1.756093551464069e-02
2.000000e+06	  3	  3000	  2515	1.851705032952418e-03	7.498942093324554e-01	1.689566826502911e-01
3.000000e+06	  3	  3000	  2590	1.665169863438775e-03	1.333521432163323e+00	4.384197728223908e-02
4.000000e+06	  3	  3000	  1781	1.349462111734736e-03	1.778279410038922e+00	6.652015911637485e-02
5.000000e+06	  3	  3000	  2461	1.792142255740611e-03	1.778279410038922e+00	5.507116268971198e-01
6.000000e+06	  3	  3000	   880	1.625485430648803e-03	2.371373705661654e+00	4.325148191915495e-01
7.000000e+06	  3	  3000	  2506	1.600699075853212e-03	3.162277660168377e+00	1.327972535588214e-01
8.000000e+06	  3	  3000	    67	1.388883209187029e-03	3.162277660168377e+00	6.150897653185297e-01
9.000000e+06	  3	  3000	  2530	1.583289052146889e-03	4.216965034285820e+00	4.654344559956664e-02
1.000000e+07	  3	  3000	  2977	1.392848695016898e-03	4.216965034285820e+00	5.334250512326508e-01
1.100000e+07	  3	  3000	  1216	1.432684510379257e-03	4.216965034285820e+00	1.016482366890379e+00
1.200000e+07	  3	  3000	  2414	1.240316199282920e-03	5.623413251903486e+00	9.850870202820887e-02
1.300000e+07	  3	  3000	   570	1.267099509146724e-03	5.623413251903486e+00	5.829815227124857e-01
1.400000e+07	  3	  3000	  2968	1.721364288572260e-03	5.623413251903486e+00	1.063436251145183e+00
1.500000e+07	  3	  3000	   331	2.200633258102719e-03	5.623413251903486e+00	1.541300472357370e+00
1.600000e+07	  3	  3000	  2875	1.225479221646487e-03	7.498942093324552e+00	1.377383956856825e-01
collision No.1	7.827660e+00[yr]	i=1, j=1560	r_ij=6.329735214094405e-05	radius[1]+radius[1560]=6.338481524341289e-05
dE_heat=-7.543479e-12	dE_grav=7.867756e-12	dE_c=1.533166e-20	v_imp=3.014778e-01
1.700000e+07	  3	  2999	  1123	1.422364750811622e-03	7.498942093324552e+00	6.391968716809893e-01
1.800000e+07	  3	  2999	   408	1.942955477163041e-03	7.498942093324552e+00	1.167513390173069e+00
1.900000e+07	  3	  2999	  1556	1.692435065877158e-03	7.498942093324552e+00	1.693676618151595e+00
2.000000e+07	  3	  2999	  1422	1.575967350007414e-03	7.498942093324552e+00	2.220930340594218e+00
2.100000e+07	  3	  2999	   928	1.689205409807127e-03	9.999999999999991e+00	2.475385619739910e-01
2.200000e+07	  3	  2999	  2733	1.286003134158643e-03	9.999999999999991e+00	7.725125504990061e-01
