myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/rand01/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 829,	center = 1124,	outer = 1047,	total = 3000
initial mass depletion timescale =1.557071e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2940	1.355891265601643e-03	4.216965034285821e-01	1.525021147938656e-02
2.000000e+06	  3	  3000	     2	7.889760289147051e-06	7.498942093324554e-01	1.572296995568758e-01
3.000000e+06	  3	  3000	     1	6.059425936721232e-06	1.333521432163323e+00	1.276929335532879e-02
4.000000e+06	  3	  3000	   231	1.404659532147564e-03	1.778279410038922e+00	4.779695601639047e-02
5.000000e+06	  3	  3000	  1520	1.169149653901346e-03	1.778279410038922e+00	5.535093473668993e-01
6.000000e+06	  3	  3000	  2065	1.768490887886374e-03	2.371373705661654e+00	4.497686640138004e-01
7.000000e+06	  3	  3000	   794	1.883916529014142e-03	3.162277660168377e+00	1.786359997796652e-01
8.000000e+06	  3	  3000	  1852	1.806961337298718e-03	3.162277660168377e+00	7.004459379836975e-01
9.000000e+06	  3	  3000	  2651	1.310514878378665e-03	4.216965034285820e+00	1.526568744250051e-01
1.000000e+07	  3	  3000	  1153	1.476239779375149e-03	4.216965034285820e+00	6.628733708155082e-01
1.100000e+07	  3	  3000	  1894	1.665453652690650e-03	4.216965034285820e+00	1.185300859150813e+00
1.200000e+07	  3	  3000	   880	1.377634217208812e-03	5.623413251903486e+00	3.038063138607159e-01
t_sys = 5.931413e+00 [yr]	i = 1686	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.300000e+07	  3	  3000	  1557	2.038487373337626e-03	5.623413251903486e+00	8.288980334626209e-01
1.400000e+07	  3	  3000	  1325	1.514997244107969e-03	5.623413251903486e+00	1.348121719093982e+00
1.500000e+07	  3	  3000	  1082	1.742726731407241e-03	7.498942093324552e+00	6.657420254367832e-04
1.600000e+07	  3	  3000	  2308	1.333276846053901e-03	7.498942093324552e+00	5.214784728028071e-01
1.700000e+07	  3	  3000	   354	1.464058711722888e-03	7.498942093324552e+00	1.051489748468948e+00
1.800000e+07	  3	  3000	   816	1.261596638056077e-03	7.498942093324552e+00	1.573677382472981e+00
1.900000e+07	  3	  3000	  1268	1.734375617748678e-03	7.498942093324552e+00	2.101295605378109e+00
2.000000e+07	  3	  3000	   339	1.554258506831115e-03	9.999999999999991e+00	1.246670486549782e-01
2.100000e+07	  3	  3000	  2418	1.763609748354189e-03	9.999999999999991e+00	6.476978296734998e-01
2.200000e+07	  3	  3000	  2871	1.405451023888986e-03	9.999999999999991e+00	1.172800360548025e+00
2.300000e+07	  3	  3000	  1757	1.666878884920059e-03	9.999999999999991e+00	1.698923363787140e+00
2.400000e+07	  3	  3000	  1676	1.081623082715447e-03	9.999999999999991e+00	2.223546496169258e+00
2.500000e+07	  3	  3000	  2865	1.750026271491807e-03	9.999999999999991e+00	2.750484621262801e+00
2.600000e+07	  3	  3000	  1017	1.567106907652138e-03	9.999999999999991e+00	3.275306201646955e+00
2.700000e+07	  3	  3000	  1829	1.648992625673374e-03	1.333521432163323e+01	4.658721654075044e-01
2.800000e+07	  3	  3000	  2246	2.061924443105312e-03	1.333521432163323e+01	9.918748816099268e-01
t_sys = 1.473866e+01 [yr]	i = 1686	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
2.900000e+07	  3	  3000	  1814	2.228510972866844e-03	1.333521432163323e+01	1.515043909147261e+00
3.000000e+07	  3	  3000	   340	1.426043681382256e-03	1.333521432163323e+01	2.041316912468437e+00
3.100000e+07	  3	  3000	  1829	2.093228674299880e-03	1.333521432163323e+01	2.566032017674904e+00
3.200000e+07	  3	  3000	  1745	1.299069772952160e-03	1.333521432163323e+01	3.092426236616210e+00
3.300000e+07	  3	  3000	  1498	1.752210614210051e-03	1.333521432163323e+01	3.617968235302944e+00
3.400000e+07	  3	  3000	  1582	1.202391068896566e-03	1.333521432163323e+01	4.143336918967562e+00
3.500000e+07	  3	  3000	  2546	1.733521957341491e-03	1.778279410038921e+01	2.191391447822802e-01
3.600000e+07	  3	  3000	   667	1.426855493594703e-03	1.778279410038921e+01	7.446767496548691e-01
3.700000e+07	  3	  3000	  2707	1.918284291371011e-03	1.778279410038921e+01	1.265858593834040e+00
3.800000e+07	  3	  3000	  2717	2.026249342652201e-03	1.778279410038921e+01	1.790211015772631e+00
3.900000e+07	  3	  3000	  2301	2.213365247203201e-03	1.778279410038921e+01	2.317197791882683e+00
4.000000e+07	  3	  3000	  1714	1.214508513480782e-03	1.778279410038921e+01	2.843311490320929e+00
4.100000e+07	  3	  3000	  1458	1.319070167215530e-03	1.778279410038921e+01	3.368688154052093e+00
4.200000e+07	  3	  3000	   826	1.976694381494469e-03	1.778279410038921e+01	3.894852717989903e+00
4.300000e+07	  3	  3000	   412	1.443493953897507e-03	1.778279410038921e+01	4.420180858463984e+00
t_sys = 2.235985e+01 [yr]	i = 1686	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
4.400000e+07	  3	  3000	  1811	1.602808032732153e-03	1.778279410038921e+01	4.945600941053685e+00
4.500000e+07	  3	  3000	  1485	1.725294120652867e-03	1.778279410038921e+01	5.471409697137303e+00
4.600000e+07	  3	  3000	  2191	1.084603833037108e-03	2.371373705661653e+01	6.535736762222322e-02
4.700000e+07	  3	  3000	  2785	1.046714842146520e-03	2.371373705661653e+01	5.913922536286057e-01
4.800000e+07	  3	  3000	   932	1.737088920271800e-03	2.371373705661653e+01	1.117468839353407e+00
4.900000e+07	  3	  3000	  1576	1.696185437089649e-03	2.371373705661653e+01	1.642932557928217e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  1329	2.156413413186663e-03	2.371373705661653e+01	2.168980606434973e+00
5.100000e+07	  3	  3000	    86	1.826581946001860e-03	2.371373705661653e+01	2.693427686776420e+00
5.200000e+07	  3	  3000	  2210	1.203917434474687e-03	2.371373705661653e+01	3.219218348792499e+00
5.300000e+07	  3	  3000	  1986	1.632470740582013e-03	2.371373705661653e+01	3.745763396943717e+00
5.400000e+07	  3	  3000	  1089	1.652354187202126e-03	2.371373705661653e+01	4.269736209518596e+00
5.500000e+07	  3	  3000	  2046	1.174247553426804e-03	2.371373705661653e+01	4.797219264804444e+00
5.600000e+07	  3	  3000	  2414	1.724339976202299e-03	2.371373705661653e+01	5.322296432740764e+00
5.700000e+07	  3	  3000	   783	1.265704420299936e-03	2.371373705661653e+01	5.848242001288026e+00
5.800000e+07	  3	  3000	   327	1.227808519227308e-03	2.371373705661653e+01	6.374019800755328e+00
5.900000e+07	  3	  3000	  1657	1.391295276688390e-03	2.371373705661653e+01	6.899093052395828e+00
6.000000e+07	  3	  3000	   249	1.377646101771996e-03	2.371373705661653e+01	7.417014555752269e+00
6.100000e+07	  3	  3000	   445	1.537048147681579e-03	3.162277660168376e+01	3.271597310377854e-02
6.200000e+07	  3	  3000	   647	1.324765135153257e-03	3.162277660168376e+01	5.586763141345588e-01
6.300000e+07	  3	  3000	  1064	1.644765615016669e-03	3.162277660168376e+01	1.084357478610367e+00
6.400000e+07	  3	  3000	  1800	1.501047228394391e-03	3.162277660168376e+01	1.609877493770708e+00
6.500000e+07	  3	  3000	   278	1.592951428900778e-03	3.162277660168376e+01	2.134888165506383e+00
6.600000e+07	  3	  3000	  2362	1.174170728885257e-03	3.162277660168376e+01	2.660597658512340e+00
6.700000e+07	  3	  3000	   339	1.398461654734375e-03	3.162277660168376e+01	3.185364330280756e+00
6.800000e+07	  3	  3000	   775	1.392110347020725e-03	3.162277660168376e+01	3.711647704091278e+00
6.900000e+07	  3	  3000	  1447	1.266578475404638e-03	3.162277660168376e+01	4.236312941482042e+00
7.000000e+07	  3	  3000	    11	2.085868453914716e-03	3.162277660168376e+01	4.762947789205679e+00
7.100000e+07	  3	  3000	  1566	1.504368578470177e-03	3.162277660168376e+01	5.287584627730503e+00
7.200000e+07	  3	  3000	   621	1.301225032583302e-03	3.162277660168376e+01	5.813329262144760e+00
7.300000e+07	  3	  3000	   517	1.501438422887414e-03	3.162277660168376e+01	6.339862943928160e+00
7.400000e+07	  3	  3000	  2883	1.483076776115959e-03	3.162277660168376e+01	6.864200310550624e+00
7.500000e+07	  3	  3000	   151	1.466229527035328e-03	3.162277660168376e+01	7.391500470629645e+00
