myid = 11	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc3E-2_frag_acc/rand12/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
inner = 828,	center = 1052,	outer = 1119,	total = 3000
initial mass depletion timescale =2.791799e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   883	1.002962873336040e-03	4.216965034285821e-01	1.039867128548388e-01
2.000000e+06	  3	  3000	  2111	1.586170683226796e-03	9.999999999999994e-01	5.498252386202859e-02
3.000000e+06	  3	  3000	   549	2.112330142142240e-03	1.333521432163323e+00	2.499161009687656e-01
4.000000e+06	  3	  3000	   671	1.695943613029456e-03	1.778279410038922e+00	3.365189551339873e-01
5.000000e+06	  3	  3000	  1216	1.287633489119657e-03	2.371373705661654e+00	2.718751595740134e-01
6.000000e+06	  3	  3000	   276	1.250116261540027e-03	3.162277660168377e+00	1.097000858788205e-02
7.000000e+06	  3	  3000	   384	1.584153287158064e-03	3.162277660168377e+00	5.405988675636538e-01
8.000000e+06	  3	  3000	   221	1.199126766321206e-03	4.216965034285820e+00	1.523665334599194e-02
9.000000e+06	  3	  3000	   656	1.345869218067115e-03	4.216965034285820e+00	5.478618283320724e-01
1.000000e+07	  3	  3000	  1538	1.343538899808201e-03	4.216965034285820e+00	1.078250832717312e+00
1.100000e+07	  3	  3000	  1627	1.804781069028601e-03	5.623413251903486e+00	1.988984725537409e-01
1.200000e+07	  3	  3000	  1480	1.658753148845944e-03	5.623413251903486e+00	7.299904673398923e-01
1.300000e+07	  3	  3000	   893	1.702605008065397e-03	5.623413251903486e+00	1.258014617873034e+00
1.400000e+07	  3	  3000	  1186	1.870220466445619e-03	5.623413251903486e+00	1.784580613164808e+00
1.500000e+07	  3	  3000	  1294	2.211852003974815e-03	7.498942093324552e+00	4.305251776006388e-01
1.600000e+07	  3	  3000	  2756	1.549135317336393e-03	7.498942093324552e+00	9.590486807471404e-01
1.700000e+07	  3	  3000	  2809	1.701325661369214e-03	7.498942093324552e+00	1.486936521395602e+00
1.800000e+07	  3	  3000	  1784	1.237971842304108e-03	7.498942093324552e+00	2.016046008035467e+00
1.900000e+07	  3	  3000	  2331	1.220947812739613e-03	9.999999999999991e+00	4.081611466691455e-02
2.000000e+07	  3	  3000	  1438	1.614462395154223e-03	9.999999999999991e+00	5.672488142868706e-01
2.100000e+07	  3	  3000	   381	1.698142780589470e-03	9.999999999999991e+00	1.095354939456091e+00
2.200000e+07	  3	  3000	   697	1.396352820458031e-03	9.999999999999991e+00	1.620930401502910e+00
2.300000e+07	  3	  3000	   923	1.634324496950896e-03	9.999999999999991e+00	2.148704991761751e+00
2.400000e+07	  3	  3000	     2	1.668446104383251e-03	9.999999999999991e+00	2.679272897441138e+00
2.500000e+07	  3	  3000	  1550	1.982441484432825e-03	9.999999999999991e+00	3.205180472516426e+00
2.600000e+07	  3	  3000	  2308	1.495782048209199e-03	1.333521432163323e+01	3.977747505262090e-01
2.700000e+07	  3	  3000	   492	1.294568464851502e-03	1.333521432163323e+01	9.173966963747719e-01
2.800000e+07	  3	  3000	  1932	1.793326129852562e-03	1.333521432163323e+01	1.437192040200764e+00
2.900000e+07	  3	  3000	  2015	1.494706944420202e-03	1.333521432163323e+01	1.962304578240818e+00
3.000000e+07	  3	  3000	    84	1.885668566866139e-03	1.333521432163323e+01	2.489380766804580e+00
3.100000e+07	  3	  3000	   351	2.138470989844768e-03	1.333521432163323e+01	3.015239303043516e+00
3.200000e+07	  3	  3000	  1053	1.999590842509585e-03	1.333521432163323e+01	3.540988065153595e+00
t_sys = 1.723770e+01 [yr]	i = 595	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
3.300000e+07	  3	  3000	  1051	1.211433744382312e-03	1.333521432163323e+01	4.067460520883943e+00
3.400000e+07	  3	  3000	  1017	1.667824243448404e-03	1.778279410038921e+01	1.461423978373068e-01
3.500000e+07	  3	  3000	   343	1.251665529094244e-03	1.778279410038921e+01	6.627081807492963e-01
3.600000e+07	  3	  3000	  1048	1.442100150537165e-03	1.778279410038921e+01	1.177721425602955e+00
3.700000e+07	  3	  3000	  1219	1.370498211682280e-03	1.778279410038921e+01	1.698930423558768e+00
3.800000e+07	  3	  3000	  2523	1.645745231233691e-03	1.778279410038921e+01	2.216345689189627e+00
3.900000e+07	  3	  3000	  2087	1.648095819949160e-03	1.778279410038921e+01	2.742280037031006e+00
4.000000e+07	  3	  3000	    37	1.276589008330053e-03	1.778279410038921e+01	3.270051282381467e+00
4.100000e+07	  3	  3000	  1785	1.751750905223390e-03	1.778279410038921e+01	3.797080228809855e+00
4.200000e+07	  3	  3000	  1600	2.207188148457643e-03	1.778279410038921e+01	4.325528739359630e+00
4.300000e+07	  3	  3000	   668	1.344900622855913e-03	1.778279410038921e+01	4.852277152127166e+00
4.400000e+07	  3	  3000	  1045	1.860719686054923e-03	1.778279410038921e+01	5.375804187327466e+00
4.500000e+07	  3	  3000	  1010	1.278767180514785e-03	1.778279410038921e+01	5.902671761183245e+00
4.600000e+07	  3	  3000	   478	1.291783775457345e-03	2.371373705661653e+01	4.948853767865896e-01
4.700000e+07	  3	  3000	   195	1.315479159296425e-03	2.371373705661653e+01	1.018323667601217e+00
4.800000e+07	  3	  3000	  2601	1.810311310338741e-03	2.371373705661653e+01	1.537987758886746e+00
4.900000e+07	  3	  3000	  2673	1.603010145927408e-03	2.371373705661653e+01	2.063737202328683e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	    24	1.782763393679035e-03	2.371373705661653e+01	2.587179516687912e+00
5.100000e+07	  3	  3000	   736	1.645975098895386e-03	2.371373705661653e+01	3.107063110994158e+00
5.200000e+07	  3	  3000	  1379	1.175279052331330e-03	2.371373705661653e+01	3.612194382153842e+00
5.300000e+07	  3	  3000	  2393	1.725493580906340e-03	2.371373705661653e+01	4.137755373911544e+00
5.400000e+07	  3	  3000	  1353	1.365891386632001e-03	2.371373705661653e+01	4.655079934537425e+00
5.500000e+07	  3	  3000	  1639	1.232307092968588e-03	2.371373705661653e+01	5.176602792728534e+00
5.600000e+07	  3	  3000	  1458	1.478995501753150e-03	2.371373705661653e+01	5.701527317312622e+00
5.700000e+07	  3	  3000	  1899	1.734660347315021e-03	2.371373705661653e+01	6.207256632441709e+00
5.800000e+07	  3	  3000	  1326	1.647288053247963e-03	2.371373705661653e+01	6.728469105391121e+00
5.900000e+07	  3	  3000	  2932	2.023528366564672e-03	2.371373705661653e+01	7.242460444594149e+00
6.000000e+07	  3	  3000	  1393	1.740353588937069e-03	2.371373705661653e+01	7.764886705603398e+00
6.100000e+07	  3	  3000	  2341	1.797037434406122e-03	3.162277660168376e+01	3.748762176868393e-01
6.200000e+07	  3	  3000	   408	1.647714484178266e-03	3.162277660168376e+01	8.929573754092723e-01
6.300000e+07	  3	  3000	  2739	2.040790921572958e-03	3.162277660168376e+01	1.402274970123839e+00
6.400000e+07	  3	  3000	  2731	1.806097200931155e-03	3.162277660168376e+01	1.921725761705002e+00
6.500000e+07	  3	  3000	  1477	1.845077557647478e-03	3.162277660168376e+01	2.443646100716862e+00
6.600000e+07	  3	  3000	   714	1.827141066092008e-03	3.162277660168376e+01	2.965393690762141e+00
6.700000e+07	  3	  3000	   666	1.509732886195436e-03	3.162277660168376e+01	3.487410854719169e+00
6.800000e+07	  3	  3000	   139	1.334857134772269e-03	3.162277660168376e+01	4.010751386570813e+00
6.900000e+07	  3	  3000	  2577	1.292096412171562e-03	3.162277660168376e+01	4.533322972667450e+00
7.000000e+07	  3	  3000	   438	1.402269213118728e-03	3.162277660168376e+01	5.055061841637859e+00
7.100000e+07	  3	  3000	  1366	1.494698140965006e-03	3.162277660168376e+01	5.580809806729513e+00
7.200000e+07	  3	  3000	  1893	1.375745516674165e-03	3.162277660168376e+01	6.097201631709071e+00
7.300000e+07	  3	  3000	   635	2.020637349701238e-03	3.162277660168376e+01	6.617600207263044e+00
7.400000e+07	  3	  3000	   121	2.032476555606361e-03	3.162277660168376e+01	7.135713060241345e+00
7.500000e+07	  3	  3000	  1898	1.204116192635345e-03	3.162277660168376e+01	7.663088735708174e+00
7.600000e+07	  3	  3000	  1808	1.629773156921660e-03	3.162277660168376e+01	8.176593715679575e+00
7.700000e+07	  3	  3000	  2514	1.673917514015984e-03	3.162277660168376e+01	8.702105541334724e+00
7.800000e+07	  3	  3000	   647	1.716056948060698e-03	3.162277660168376e+01	9.224014070904412e+00
7.900000e+07	  3	  3000	   139	1.226456532031197e-03	3.162277660168376e+01	9.744515959453595e+00
8.000000e+07	  3	  3000	  1238	1.529066106179711e-03	3.162277660168376e+01	1.026338860223433e+01
8.100000e+07	  3	  3000	  2942	1.369321210682757e-03	4.216965034285818e+01	2.347320887325755e-01
8.200000e+07	  3	  3000	  2371	1.822438791961997e-03	4.216965034285818e+01	7.540698508843363e-01
8.300000e+07	  3	  3000	   592	1.382067374710759e-03	4.216965034285818e+01	1.272132257692042e+00
8.400000e+07	  3	  3000	  1905	1.255642914187410e-03	4.216965034285818e+01	1.789731494587478e+00
8.500000e+07	  3	  3000	  2205	1.853161376705059e-03	4.216965034285818e+01	2.313854019269567e+00
8.600000e+07	  3	  3000	  1198	1.362536920954592e-03	4.216965034285818e+01	2.837038795082315e+00
8.700000e+07	  3	  3000	  2310	1.248073256983343e-03	4.216965034285818e+01	3.359426290454596e+00
8.800000e+07	  3	  3000	  1985	1.433825321216338e-03	4.216965034285818e+01	3.881166402684864e+00
8.900000e+07	  3	  3000	   208	1.699485134671777e-03	4.216965034285818e+01	4.402804328446303e+00
9.000000e+07	  3	  3000	  2192	1.377856938669275e-03	4.216965034285818e+01	4.911629339079277e+00
9.100000e+07	  3	  3000	  1489	1.194912896574404e-03	4.216965034285818e+01	5.433366817125621e+00
9.200000e+07	  3	  3000	  2793	1.820002291881026e-03	4.216965034285818e+01	5.955830569828115e+00
9.300000e+07	  3	  3000	  1047	1.414535473854451e-03	4.216965034285818e+01	6.475340406544295e+00
9.400000e+07	  3	  3000	   503	2.427023875414460e-03	4.216965034285818e+01	6.991602830797890e+00
9.500000e+07	  3	  3000	  1468	1.085047733829611e-03	4.216965034285818e+01	7.514771290791680e+00
9.600000e+07	  3	  3000	  1318	1.520715136389137e-03	4.216965034285818e+01	8.041695142354888e+00
9.700000e+07	  3	  3000	  2931	1.037985804034934e-03	4.216965034285818e+01	8.566141367891470e+00
9.800000e+07	  3	  3000	  2488	1.433588513615784e-03	4.216965034285818e+01	9.093596962761515e+00
9.900000e+07	  3	  3000	  2056	1.535779357916455e-03	4.216965034285818e+01	9.619650576078028e+00
collision No.1	5.205404e+01[yr]	i=3, j=2503	r_ij=6.323105444678855e-05	radius[3]+radius[2503]=6.338481524341289e-05
dE_heat=-8.630301e-10	dE_grav=8.614508e-10	dE_c=-1.093015e-17	v_imp=3.092562e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2999	  2959	1.812021151818559e-03	4.216965034285818e+01	1.014459759145341e+01
1.010000e+08	  3	  2999	  2598	1.750760581858025e-03	4.216965034285818e+01	1.066727968284606e+01
collision No.2	5.296653e+01[yr]	i=2, j=1251	r_ij=6.331441765592482e-05	radius[2]+radius[1251]=6.338481524341289e-05
dE_heat=-5.367117e-10	dE_grav=5.339283e-10	dE_c=-1.337358e-17	v_imp=3.092199e-01
1.020000e+08	  3	  2998	  2196	1.475696961912146e-03	4.216965034285818e+01	1.118701059147218e+01
1.030000e+08	  3	  2998	  2362	1.178201926545713e-03	4.216965034285818e+01	1.170940645413032e+01
collision No.3	5.421280e+01[yr]	i=1, j=2657	r_ij=6.335991426605197e-05	radius[1]+radius[2657]=6.338481524341289e-05
dE_heat=-5.851983e-10	dE_grav=5.878176e-10	dE_c=-3.150838e-17	v_imp=3.076772e-01
1.040000e+08	  3	  2997	  2020	1.701988753155468e-03	4.216965034285818e+01	1.221423635454424e+01
1.050000e+08	  3	  2997	  2127	1.734086290782941e-03	4.216965034285818e+01	1.274223848258360e+01
1.060000e+08	  3	  2997	  1583	1.730916195917820e-03	4.216965034285818e+01	1.326120672468628e+01
1.070000e+08	  3	  2997	  2451	1.273320933321164e-03	4.216965034285818e+01	1.377399349229666e+01
1.080000e+08	  3	  2997	  2980	2.013814671992131e-03	5.623413251903484e+01	2.265992103510023e-01
1.090000e+08	  3	  2997	  2353	1.619078761446152e-03	5.623413251903484e+01	7.550822534853048e-01
1.100000e+08	  3	  2997	  2430	1.285492573937064e-03	5.623413251903484e+01	1.279435384571422e+00
1.110000e+08	  3	  2997	    66	1.870608095718932e-03	5.623413251903484e+01	1.809999297281432e+00
1.120000e+08	  3	  2997	  1733	1.459781508936580e-03	5.623413251903484e+01	2.329330985091556e+00
1.130000e+08	  3	  2997	   460	1.708522046183306e-03	5.623413251903484e+01	2.855335283913017e+00
