myid = 8	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_frag_acc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
inner = 853,	center = 1090,	outer = 1056,	total = 3000
initial mass depletion timescale =1.345884e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1692	1.744850010380246e-03	4.216965034285821e-01	9.559217800368564e-02
2.000000e+06	  3	  3000	  1354	1.174568515078903e-03	9.999999999999994e-01	3.513383726286409e-02
3.000000e+06	  3	  3000	  2396	9.820046414393067e-04	1.333521432163323e+00	2.110030734879797e-01
4.000000e+06	  3	  3000	   735	2.072711644199786e-03	1.778279410038922e+00	2.733219852236772e-01
5.000000e+06	  3	  3000	  1908	1.443528798913996e-03	2.371373705661654e+00	1.614557017411093e-01
6.000000e+06	  3	  3000	  2505	1.475473894415109e-03	2.371373705661654e+00	6.331925635135437e-01
7.000000e+06	  3	  3000	  1567	1.679914278934271e-03	3.162277660168377e+00	3.106540314333058e-01
8.000000e+06	  3	  3000	  1577	2.131455989006986e-03	3.162277660168377e+00	7.761908632287337e-01
9.000000e+06	  3	  3000	  2717	1.488637501154491e-03	4.216965034285820e+00	1.713365376372084e-01
1.000000e+07	  3	  3000	  2718	1.545316560386262e-03	4.216965034285820e+00	6.184775576268418e-01
1.100000e+07	  3	  3000	  2661	1.324340664086582e-03	4.216965034285820e+00	1.061223782342016e+00
1.200000e+07	  3	  3000	  2344	1.564252702056815e-03	5.623413251903486e+00	1.073100186172197e-01
1.300000e+07	  3	  3000	  2939	1.392211377059968e-03	5.623413251903486e+00	5.533666396516037e-01
1.400000e+07	  3	  3000	    55	1.958770995377061e-03	5.623413251903486e+00	1.002979933890914e+00
1.500000e+07	  3	  3000	  2082	1.571767511835350e-03	5.623413251903486e+00	1.442336580508946e+00
1.600000e+07	  3	  3000	   627	2.108876551303152e-03	7.498942093324552e+00	5.996178717181331e-03
1.700000e+07	  3	  3000	  1572	1.622465078376844e-03	7.498942093324552e+00	4.554349249190462e-01
1.800000e+07	  3	  3000	   907	1.275792906224272e-03	7.498942093324552e+00	9.149336580418305e-01
1.900000e+07	  3	  3000	     3	1.058203385013874e-05	7.498942093324552e+00	1.367752948327411e+00
2.000000e+07	  3	  3000	  2238	1.877546550273079e-03	7.498942093324552e+00	1.810579908401040e+00
2.100000e+07	  3	  3000	  2164	1.387001130975770e-03	7.498942093324552e+00	2.242194702460838e+00
2.200000e+07	  3	  3000	     2	8.433189843041254e-06	9.999999999999991e+00	1.834134961298430e-01
2.300000e+07	  3	  3000	     1	6.095895056701626e-06	9.999999999999991e+00	6.161576286395801e-01
2.400000e+07	  3	  3000	  1825	1.306132821136755e-03	9.999999999999991e+00	1.057836880275578e+00
2.500000e+07	  3	  3000	  1659	2.102894204212147e-03	9.999999999999991e+00	1.495319453921923e+00
