myid = 9	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 853,	center = 1075,	outer = 1069,	total = 3000
initial mass depletion timescale =1.628045e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1782	2.365706852280510e-03	4.216965034285821e-01	1.435147333709562e-02
2.000000e+06	  3	  3000	  1789	2.040865368480386e-03	7.498942093324554e-01	1.271090511783574e-01
3.000000e+06	  3	  3000	   940	1.788815962697680e-03	9.999999999999994e-01	3.227924909866146e-01
4.000000e+06	  3	  3000	  1705	1.388833897052036e-03	1.778279410038922e+00	3.334290733203826e-02
5.000000e+06	  3	  3000	   342	1.405874069063061e-03	1.778279410038922e+00	5.210826663573700e-01
6.000000e+06	  3	  3000	  2520	1.220770938860232e-03	2.371373705661654e+00	4.251432198504501e-01
7.000000e+06	  3	  3000	  1635	1.564012851848254e-03	3.162277660168377e+00	1.377644318375647e-01
8.000000e+06	  3	  3000	   505	1.519774846398303e-03	3.162277660168377e+00	6.611868156006679e-01
9.000000e+06	  3	  3000	   499	1.103476395021646e-03	4.216965034285820e+00	1.261733654371072e-01
1.000000e+07	  3	  3000	  1874	1.985204335687852e-03	4.216965034285820e+00	6.539285754507298e-01
1.100000e+07	  3	  3000	  1309	1.379137113705321e-03	4.216965034285820e+00	1.175391588503341e+00
1.200000e+07	  3	  3000	   831	1.770534791978742e-03	5.623413251903486e+00	2.859168017706804e-01
1.300000e+07	  3	  3000	  1499	1.697833125267896e-03	5.623413251903486e+00	8.101263897175039e-01
1.400000e+07	  3	  3000	   678	1.849394068260941e-03	5.623413251903486e+00	1.333894378743204e+00
1.500000e+07	  3	  3000	  1067	1.679299849956415e-03	5.623413251903486e+00	1.860366251707564e+00
1.600000e+07	  3	  3000	  1815	1.636299381032682e-03	7.498942093324552e+00	5.042220167570135e-01
1.700000e+07	  3	  3000	  1977	1.506638418268765e-03	7.498942093324552e+00	1.029141247616802e+00
1.800000e+07	  3	  3000	   272	1.921740567319657e-03	7.498942093324552e+00	1.553499754763803e+00
1.900000e+07	  3	  3000	  2563	1.601317299575967e-03	7.498942093324552e+00	2.078279998713352e+00
2.000000e+07	  3	  3000	   433	1.312045416636751e-03	9.999999999999991e+00	1.027407302666237e-01
2.100000e+07	  3	  3000	  1136	1.244522020715524e-03	9.999999999999991e+00	6.257848139136309e-01
2.200000e+07	  3	  3000	  1696	9.102822920507439e-04	9.999999999999991e+00	1.152334673193853e+00
2.300000e+07	  3	  3000	  1985	9.971379249403948e-04	9.999999999999991e+00	1.677535472047790e+00
2.400000e+07	  3	  3000	  1121	1.407398631041653e-03	9.999999999999991e+00	2.201090395594582e+00
2.500000e+07	  3	  3000	    79	1.782490900141882e-03	9.999999999999991e+00	2.727971169259675e+00
2.600000e+07	  3	  3000	  1653	1.729202901004474e-03	9.999999999999991e+00	3.251487817611091e+00
2.700000e+07	  3	  3000	  1051	1.009722479759169e-03	1.333521432163323e+01	4.420913056511278e-01
2.800000e+07	  3	  3000	  2645	2.853157925111165e-03	1.333521432163323e+01	9.655537764960621e-01
2.900000e+07	  3	  3000	  1807	1.491178157756131e-03	1.333521432163323e+01	1.491416251075607e+00
3.000000e+07	  3	  3000	  1343	1.811826953018859e-03	1.333521432163323e+01	2.016034947506043e+00
3.100000e+07	  3	  3000	  2989	1.651206051135621e-03	1.333521432163323e+01	2.540057940280224e+00
3.200000e+07	  3	  3000	  1422	1.621212223735804e-03	1.333521432163323e+01	3.065772450602340e+00
3.300000e+07	  3	  3000	    70	1.000514601909261e-03	1.333521432163323e+01	3.590206302877787e+00
3.400000e+07	  3	  3000	  2944	1.885255926442169e-03	1.333521432163323e+01	4.114785325656557e+00
3.500000e+07	  3	  3000	  1255	1.500489852718053e-03	1.778279410038921e+01	1.906851570634724e-01
3.600000e+07	  3	  3000	   763	1.744979698434518e-03	1.778279410038921e+01	7.161122102832902e-01
