myid = 10	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/rand11/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	5.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 828,	center = 1153,	outer = 1017,	total = 3000
initial mass depletion timescale =1.517908e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1524	1.712700169407214e-03	4.216965034285821e-01	9.843535277667032e-03
2.000000e+06	  3	  3000	     1	7.290808646411237e-06	7.498942093324554e-01	1.221266128872282e-01
3.000000e+06	  3	  3000	  1657	1.313892709301243e-03	9.999999999999994e-01	3.065210081661602e-01
4.000000e+06	  3	  3000	  2452	1.136124509541568e-03	1.333521432163323e+00	4.129212920968027e-01
5.000000e+06	  3	  3000	   957	1.462736616143392e-03	1.778279410038922e+00	4.203078221818303e-01
6.000000e+06	  3	  3000	   466	1.624725489058351e-03	2.371373705661654e+00	2.825296381129028e-01
7.000000e+06	  3	  3000	  1829	1.476880903931955e-03	2.371373705661654e+00	7.427814146533858e-01
8.000000e+06	  3	  3000	  1461	1.148004318714028e-03	3.162277660168377e+00	4.242538134063096e-01
9.000000e+06	  3	  3000	    46	1.392418876403960e-03	3.162277660168377e+00	8.938207313671924e-01
1.000000e+07	  3	  3000	  2295	1.544997625934220e-03	4.216965034285820e+00	3.097909978027530e-01
1.100000e+07	  3	  3000	   337	1.699355599299801e-03	4.216965034285820e+00	8.198050539149692e-01
1.200000e+07	  3	  3000	  2769	9.736130631257408e-04	4.216965034285820e+00	1.328789675426580e+00
1.300000e+07	  3	  3000	   814	1.342107237133660e-03	5.623413251903486e+00	4.314221908721705e-01
1.400000e+07	  3	  3000	  1795	1.395077100779214e-03	5.623413251903486e+00	9.482296949109646e-01
1.500000e+07	  3	  3000	  2753	2.068124474656913e-03	5.623413251903486e+00	1.463346684124134e+00
1.600000e+07	  3	  3000	   170	1.799617298983919e-03	7.498942093324552e+00	9.461105376527723e-02
1.700000e+07	  3	  3000	   767	1.311860170242057e-03	7.498942093324552e+00	6.048994481148147e-01
1.800000e+07	  3	  3000	  2995	1.806163577893504e-03	7.498942093324552e+00	1.126481131352894e+00
1.900000e+07	  3	  3000	  2343	1.320246583680794e-03	7.498942093324552e+00	1.640525870616272e+00
2.000000e+07	  3	  3000	  1294	1.737721638300341e-03	7.498942093324552e+00	2.162422921623238e+00
2.100000e+07	  3	  3000	  1844	1.299310809362078e-03	9.999999999999991e+00	1.843241266759449e-01
2.200000e+07	  3	  3000	  1905	1.781934612960823e-03	9.999999999999991e+00	7.057755682674971e-01
2.300000e+07	  3	  3000	   183	2.043017657683073e-03	9.999999999999991e+00	1.228791331977775e+00
2.400000e+07	  3	  3000	  2267	1.615952000005427e-03	9.999999999999991e+00	1.752911988618774e+00
2.500000e+07	  3	  3000	  2488	1.689741053189820e-03	9.999999999999991e+00	2.272403226401559e+00
2.600000e+07	  3	  3000	  1418	1.395010255514585e-03	9.999999999999991e+00	2.796469114022892e+00
2.700000e+07	  3	  3000	   468	1.714452169722206e-03	9.999999999999991e+00	3.318145360894504e+00
2.800000e+07	  3	  3000	  1129	1.297957528492037e-03	1.333521432163323e+01	5.053041093087042e-01
2.900000e+07	  3	  3000	  1097	1.740577551168375e-03	1.333521432163323e+01	1.028293331427550e+00
3.000000e+07	  3	  3000	  1042	1.342839805670693e-03	1.333521432163323e+01	1.551668667210754e+00
3.100000e+07	  3	  3000	    92	1.640478206148375e-03	1.333521432163323e+01	2.074362307845420e+00
3.200000e+07	  3	  3000	  2293	1.509719586164110e-03	1.333521432163323e+01	2.597449745703187e+00
3.300000e+07	  3	  3000	  2363	1.218571325404394e-03	1.333521432163323e+01	3.120233478379220e+00
3.400000e+07	  3	  3000	  2365	1.699624076510899e-03	1.333521432163323e+01	3.643470694949781e+00
3.500000e+07	  3	  3000	    42	1.570228211153756e-03	1.333521432163323e+01	4.165813052259125e+00
3.600000e+07	  3	  3000	  1598	1.286160767832426e-03	1.778279410038921e+01	2.417393971565219e-01
3.700000e+07	  3	  3000	  1107	1.813415884921639e-03	1.778279410038921e+01	7.615954542560058e-01
3.800000e+07	  3	  3000	  1260	1.879563130969378e-03	1.778279410038921e+01	1.287329800855625e+00
3.900000e+07	  3	  3000	  1422	1.717201992273953e-03	1.778279410038921e+01	1.807580573582112e+00
4.000000e+07	  3	  3000	   251	1.813814774931354e-03	1.778279410038921e+01	2.331220605317250e+00
4.100000e+07	  3	  3000	  2513	1.830164480497041e-03	1.778279410038921e+01	2.852141772106826e+00
4.200000e+07	  3	  3000	  1690	1.180617428199260e-03	1.778279410038921e+01	3.376039360990285e+00
4.300000e+07	  3	  3000	  2119	1.785783148837549e-03	1.778279410038921e+01	3.898418094228681e+00
4.400000e+07	  3	  3000	   713	1.844423939557640e-03	1.778279410038921e+01	4.421554111877087e+00
4.500000e+07	  3	  3000	  1789	1.679723904497591e-03	1.778279410038921e+01	4.943184417310464e+00
4.600000e+07	  3	  3000	   541	1.824963063277803e-03	1.778279410038921e+01	5.466832127464591e+00
4.700000e+07	  3	  3000	   331	1.532122695186546e-03	2.371373705661653e+01	5.661108767240959e-02
4.800000e+07	  3	  3000	   538	1.222218937874626e-03	2.371373705661653e+01	5.803680566903392e-01
4.900000e+07	  3	  3000	  2413	1.527637503704574e-03	2.371373705661653e+01	1.102329468196968e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  1697	9.227868125388356e-04	2.371373705661653e+01	1.625147389774259e+00
5.100000e+07	  3	  3000	   211	1.032987754927655e-03	2.371373705661653e+01	2.148141086289259e+00
5.200000e+07	  3	  3000	  1428	1.293219092453034e-03	2.371373705661653e+01	2.670571334213771e+00
5.300000e+07	  3	  3000	  2564	1.106644787824226e-03	2.371373705661653e+01	3.194048816403317e+00
5.400000e+07	  3	  3000	  2211	1.248927174801743e-03	2.371373705661653e+01	3.717547008943558e+00
5.500000e+07	  3	  3000	  1011	1.461144943539579e-03	2.371373705661653e+01	4.239625528780260e+00
5.600000e+07	  3	  3000	   168	1.600898888634994e-03	2.371373705661653e+01	4.762823719735991e+00
5.700000e+07	  3	  3000	  2291	1.673216829193549e-03	2.371373705661653e+01	5.285304437115290e+00
5.800000e+07	  3	  3000	   351	1.374559401231564e-03	2.371373705661653e+01	5.808174169319399e+00
5.900000e+07	  3	  3000	  2841	1.199023772523641e-03	2.371373705661653e+01	6.331385522017284e+00
6.000000e+07	  3	  3000	   325	1.708306216063086e-03	2.371373705661653e+01	6.853444568503505e+00
6.100000e+07	  3	  3000	  1922	1.646053313701853e-03	2.371373705661653e+01	7.376111561638274e+00
6.200000e+07	  3	  3000	   270	1.509824152710945e-03	2.371373705661653e+01	7.899406159753511e+00
6.300000e+07	  3	  3000	  2502	1.863440024126810e-03	3.162277660168376e+01	5.131559485760508e-01
6.400000e+07	  3	  3000	  1256	2.074354648796729e-03	3.162277660168376e+01	1.034403003060072e+00
6.500000e+07	  3	  3000	  2880	1.163771723971475e-03	3.162277660168376e+01	1.558849356560537e+00
6.600000e+07	  3	  3000	   910	1.898396875656427e-03	3.162277660168376e+01	2.080414384954318e+00
6.700000e+07	  3	  3000	  1597	1.515944759932609e-03	3.162277660168376e+01	2.604265983678565e+00
6.800000e+07	  3	  3000	   543	1.351957835938447e-03	3.162277660168376e+01	3.127222410970569e+00
6.900000e+07	  3	  3000	  1419	1.489324919263510e-03	3.162277660168376e+01	3.650370126978030e+00
7.000000e+07	  3	  3000	   788	1.242840976002418e-03	3.162277660168376e+01	4.173167334856792e+00
7.100000e+07	  3	  3000	  1673	1.561181897323700e-03	3.162277660168376e+01	4.696256779299667e+00
7.200000e+07	  3	  3000	   542	1.861937702985166e-03	3.162277660168376e+01	5.218876604873294e+00
7.300000e+07	  3	  3000	   807	1.540834692731715e-03	3.162277660168376e+01	5.741948532611437e+00
7.400000e+07	  3	  3000	   443	1.534137615550498e-03	3.162277660168376e+01	6.264937064964764e+00
7.500000e+07	  3	  3000	  2196	1.984344475472438e-03	3.162277660168376e+01	6.787993328445193e+00
7.600000e+07	  3	  3000	  1506	1.492912315725754e-03	3.162277660168376e+01	7.310411966861229e+00
7.700000e+07	  3	  3000	  2858	1.417888012669081e-03	3.162277660168376e+01	7.833583915981706e+00
7.800000e+07	  3	  3000	  1863	1.105906072044751e-03	3.162277660168376e+01	8.355406668825225e+00
7.900000e+07	  3	  3000	   204	1.742479048328624e-03	3.162277660168376e+01	8.878604506254046e+00
8.000000e+07	  3	  3000	  2867	1.335516703881699e-03	3.162277660168376e+01	9.400531822570187e+00
8.100000e+07	  3	  3000	  2023	1.545806386855692e-03	3.162277660168376e+01	9.923618603537648e+00
8.200000e+07	  3	  3000	  1812	1.476926593474168e-03	3.162277660168376e+01	1.044622193574518e+01
8.300000e+07	  3	  3000	  2872	1.900677988154233e-03	4.216965034285818e+01	4.215478577066641e-01
8.400000e+07	  3	  3000	  2491	1.461118097873802e-03	4.216965034285818e+01	9.434650873643261e-01
8.500000e+07	  3	  3000	   331	1.271731512303307e-03	4.216965034285818e+01	1.466845493955081e+00
8.600000e+07	  3	  3000	  1490	2.197985767428034e-03	4.216965034285818e+01	1.988637951177392e+00
8.700000e+07	  3	  3000	   457	1.234518696440804e-03	4.216965034285818e+01	2.512247378784373e+00
8.800000e+07	  3	  3000	  1105	1.262929486116054e-03	4.216965034285818e+01	3.033786449377792e+00
8.900000e+07	  3	  3000	   774	1.483195776863955e-03	4.216965034285818e+01	3.556760898326831e+00
